#汉字	同音同调	同音异调
一	壹漪	以义移易
赦	社射舍叶拾涉摄设	甚舌什奢蛇赊
赫	鹤荷和喝吓贺	合核盖何河禾呵盒褐
走		奏揍骤
赴	附妇傅赋富复咐父腹负副付	辐浮缚符麸伏拂脯福斧俘袱甫夫敷芙蝠肤抚俯府辅幅服孵扶腐
赵	兆罩召照	昭嘲找招爪朝着沼
赶	感敢秆杆橄	干肝竿甘柑
起	岂启乞稽	泣迄戚漆畦脐妻七只鳍气奇砌契凄企祈骑枝旗栖欺歧柒器棋弃汽齐其溪崎期
趁	称衬	沈臣晨沉尘陈辰忱
超	钞抄剿	嘲潮吵朝炒巢
越	悦阅耀岳药粤跃说乐钥月	约
趋	曲圈屈蛆错促躯卒岖驱趣区醋簇	漆粗去取娶渠
趟	烫	淌躺堂唐糖棠膛倘汤搪塘
趣	去促漆错趋卒娶醋簇	曲圈屈蛆粗躯取岖驱区渠
足	聚巨剧距具拒俱卒惧炬句锯族据	拘鞠蛆沮居车阻诅租橘驹祖组矩举局菊
趴		爬扒怕耙帕
趾	只址征止指纸旨	植治致制直脂窒掷氏织帜执稚蜘之志智挚枝肢值职至支秩吱置汁芝知滞殖识质
跃	悦越阅耀岳药粤说乐钥月	约
跋	拔	八巴伯罢笆芭疤吧叭爸靶霸扒捌把耙坝
跌	碟谍蝶叠	爹
跑		刨炮袍咆泡抛
跛	簸	泊渤搏勃剥伯菠卜薄拨荸般脖膊舶柏白博播驳玻
距	聚巨剧具拒俱惧炬句锯据足	拘鞠蛆沮居车橘驹矩举局菊
跟	根
跨	胯	垮夸
跪	贵桂柜	傀归规鬼瑰诡龟闺轨
路	露录鹿氯陆赂碌	卢炉卤芦颅鲁庐虏
跳		条调挑
践	建溅鉴渐健荐监件涧键舰间贱剑见箭	坚柬拣捡茧兼简尖检剪俭艰碱减煎歼肩奸
跷	窍锹峭撬壳翘俏敲	巧桥侨瞧憔乔鹊悄雀
跺	踱堕舵惰驮度	躲朵夺多
踊	泳蛹拥咏勇永	庸用佣
踏	蹋塌	塔
踢	剔梯	屉体提涕啼惕剃替蹄堤题
踩	睬采彩	菜财材猜才裁
踪	综棕纵宗	从总
踱	堕舵惰跺驮度	躲朵夺多
蹂	柔揉	肉
蹄	题提啼堤	剔屉体涕梯惕剃替踢
蹈	道悼到稻盗倒导	叨刀岛祷捣
蹋	踏塌	塔
蹦		绷崩
蹬	瞪凳邓	等登灯
蹲	墩敦	囤吨盹盾顿钝
躁	皂造灶噪燥	蚤糟早枣遭藻凿澡
躏	赁吝	凛临淋鳞琳邻林磷
身	圈伸鹃信申绅捐深参呻	沈甚卷审婶慎倦眷肾渗绢神
躬	宫弓共攻蚣公工供恭功红	拱汞巩贡矿
躯	曲圈屈蛆趋岖驱区	漆去取娶趣渠
躯	驱	漆娶趣
躲	朵	夺踱堕舵惰多跺驮度
躺	淌倘	堂趟唐糖烫棠膛汤搪塘
车	拘蛆沮居俱驹锯	扯聚具彻炬举局巨橘矩辙足撤澈句据菊鞠剧距拒惧
轧	讶亚	牙压蚜鸭价鸦雅呀涯衙押芽哑
轨	鬼诡	傀归跪规瑰龟桂柜闺贵
轩	喧宣	选炫漩玄悬旋还县
转	传撰赚	专砖
轮	仑抡伦论沦
软	蠕
轰	烘哄	虹宏汞鸿洪红
轴	术筑竹烛逐	舟朱周煮住猪咒珠州粥拄帚株昼肘助贮蛛注柱主祝洲皱属铸宙蛀诸嘱驻
轻	氢倾卿顷清蜻青	亲庆情擎请晴
载	仔宰在再	灾栽
轿	觉叫窖教校较	椒角胶娇脚嚼矫侥狡绞蕉焦郊搅交饺剿礁骄浇缴
较	侥矫狡轿叫绞窖教校搅觉饺角剿脚缴	交椒蕉娇胶焦礁骄浇郊嚼
辅	腐斧父抚俯甫府脯	妇赴辐浮缚腹符麸伏拂付附赋福俘负袱夫芙敷傅蝠咐肤富复幅服孵扶副
辆	凉量谅晾亮	两俩良粮梁粱
辈	臂背贝被焙狈惫备倍	卑悲杯北碑
辉	恢堕挥徽灰	虫茴惠晦讳贿汇回绘毁悔诲慧会溃秽蛔
辐	芙蝠浮福幅服缚俘袱符扶伏拂夫	妇赴腹麸付脯附赋斧父负甫敷傅咐肤抚俯府辅富复孵腐副
辑	即籍吃棘脊唧借急嫉击级集寂及圾吉极疾	纪叽妓稽给荠记几迹既鲫基饥箕继奇济挤积寄畸冀骑讥际激绩居祭机季剂系计技忌肌其己鸡期
输	疏殊枢梳书蔬舒抒	术鼠曙束署暑属庶恕漱熟树黍叔薯述蜀赎淑数竖墅
辕	猿源原援园缘元袁员圆	远宛渊愿怨冤鸳院
辖	狭匣洽挟暇峡侠霞斜	虾厦瞎下吓夏
辙	撤澈摘彻哲折	扯宅遮车浙这着蔗者
辛	欣薪新心锌芯	衅信寻
辜	估沽家咕姑孤	固股凸贾古雇鼓顾告滑故骨谷
辞	瓷词雌祠慈磁	厕刺此伺差赐次
辟	庇毙屁臂毕弊币必僻避泌壁碧璧闭比譬蔽鄙	逼否匹脾霹罢彼坏啤批匕被疲鼻皮劈披笔
辣	落蜡腊	拉喇啦
辨	辫便辩遍变	蝙扁匾边鞭编贬
辩	辫辨便变遍	蝙扁匾边鞭编贬
辫	辨便辩遍变	蝙扁匾边鞭编贬
辰	沈臣晨沉尘陈忱	趁称衬
辱	乳褥女入	如儒蠕
边	鞭编蝙	辫便辨辩遍变扁匾贬
辽	聊撩疗缭寥潦燎僚嘹	了料
达	答瘩	大搭打
迁	嵌千牵纤签铅谦	干浅潜欠黔谴前钱钳遣歉
迂	淤	屿于愈愉榆浴狱渔娱与豫舆隅遇语羽谷喻域逾裕雨予玉尉育誉鱼寓欲愚御郁预吁芋宇
迄	泣器气弃砌汽契企妻	戚稽畦漆脐七只鳍奇凄祈骑枝旗启栖欺起歧柒乞棋齐其溪崎岂期
迅	逊讯训驯汛殉	巡寻旬勋询循
过		锅裹果国郭
迈	脉卖麦	埋买
迎	荧营蝇赢萤莹盈	影莺鹦婴英应映缨樱景颖硬鹰
运	晕酝孕蕴韵员	陨允云耘匀
近	进尽劲仅禁浸晋	津金斤锦紧巾今谨筋襟
返	反	樊范犯烦繁帆番饭凡泛翻矾贩
还	环漩玄悬旋孩	喧缓唤骇害咳宣选炫换幻轩痪宦焕涣欢亥海患
进	尽劲仅禁浸近晋	津金斤锦紧巾今谨筋襟
远	愿院怨	猿源宛原援园冤元鸳圆辕渊缘袁员
违	为薇维围唯危微巍桅	委卫位喂胃未味威偎慰谓苇畏伪尉遗萎纬蔚伟尾魏
连	帘怜镰莲联廉	恋练脸敛炼链
迟	匙驰池持弛	翅斥赤吃尺嗤齿耻侈
迫	泊朴破魄	剖波颇坡婆泼
述	树疏术数竖曙庶束署恕墅漱	暑梳殊枢黍输鼠薯叔属蜀淑书蔬舒赎熟抒
迷	谜弥靡糜	密咪蜜米秘觅泌
迹	激绩叽稽居唧机几基饥箕奇肌其积畸鸡期讥	纪妓即给籍荠吃棘脊借急记嫉既鲫级集寂及继济挤寄冀吉骑际辑祭季剂击系计技忌圾己极疾
追	锥椎	坠缀赘
退	蜕	推颓腿
送	宋诵颂讼	耸松
适	拭势逝室是使柿侍市士世饰试誓氏视恃示式识事释嗜	提匙施时屎驶拾狮实诗食什石十史射尸失硕虱蚀矢始师湿
逃	萄淘陶桃涛	套掏讨滔
逆	泥腻溺匿	你拟尼呢
选		喧炫轩漩玄悬旋宣县
逊	讯训驯迅汛殉	巡寻旬勋询循
透		偷投头
逐	术筑轴竹烛	助朱贮煮住注猪主珠柱蛛祝属铸拄蛀诸嘱驻株
递	的弟蒂帝第地缔	笛抵嘀低嫡滴底涤敌芽
途	凸徒涂图突屠	土吐兔秃
逗	斗豆痘读	都陡兜蚪抖
通		统彤桐同铜桶痛筒童瞳
逛		广光
逝	拭势室是使柿侍市士世饰适誓试氏视恃示式识事释嗜	提匙施时屎驶拾狮实诗食什石十史射尸失硕虱蚀矢始师湿
逞		呈惩称成秤城诚程承乘撑盛橙澄
速	缩肃宿粟塑诉素溯	酥苏俗
造	皂躁灶噪燥	蚤糟早枣遭藻凿澡
逢	冯缝	丰疯奉峰风封枫锋凤讽蜂
逮	贷戴袋带大待代歹怠	呆
逸	腋邑艺肄掖亦意抑义溢疫异役易忆翼衣益亿奕液毅译绎屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
逻	箩萝锣骡螺罗	烙裸洛落酪络骆
逼		庇毙臂毕彼匕弊币必避辟泌壁碧璧闭鼻比笔蔽鄙
逾	予愉于渔娱鱼榆舆隅愚	屿愈浴淤狱与豫遇羽语谷喻域裕雨玉尉育誉寓欲御迂郁预吁芋宇
遂	祟穗岁隧碎	随髓虽
遇	域裕玉愈尉育誉浴寓欲芋御狱郁与豫预语吁谷喻	逾予雨屿迂于愉渔榆鱼娱舆隅愚羽淤宇
遍	片辫便辨辩变骗	偏蝙篇翩扁匾边鞭编贬
遏	噩愕俄饿恶鳄扼哑	阿额讹鹅蛾
道	悼到稻盗倒导蹈	叨刀岛祷捣
遗	夷卫为疑位喂伪尉胃未味仪移慰姨蔚胰宜谓谊蛇一魏畏	委医艺肄维意威抑偎伊疫异漪忆翼衣益奕液苇毅围屹艾依已议以巍倚腋邑薇逸掖椅乙违亦义溢萎纬役易微桅伟揖尾亿绎译唯蚁矣危壹
遣	浅谴	千前钱钳歉干嵌迁欠潜牵纤黔签铅谦
遥	侥摇淆肴谣窑姚	么耀夭哟舀腰药乐咬吆要拗钥邀妖
遭	糟	皂蚤造灶早噪枣躁藻燥凿澡
遮	着	宅摘折哲浙这蔗者辙
遵	尊	俊
避	庇毙臂毕弊币必辟泌壁碧璧闭比蔽鄙	逼彼鼻匕笔
邀	么夭哟腰吆要妖	侥摇耀药淆舀遥肴谣乐咬钥拗窑姚
邑	腋逸艺肄掖亦意抑义溢疫异役易忆翼衣益亿奕液毅译绎屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
邓	瞪凳蹬	等登灯
邢	行形刑型	醒腥星性兴姓猩杏幸省
那	钠哪呐纳捺娜	拿
邦	傍梆帮	蚌谤旁膀榜磅棒绑
邪	鞋挟协携谐斜胁	骇屉谢屑写蟹卸契些泻楔歇解懈械血
邮	尤由犹游油	佑忧幽悠友又诱有幼优右
邻	临淋鳞琳林磷	凛赁吝躏
郁	域裕玉愈尉育誉浴寓欲芋御狱与豫预遇语吁谷喻	逾予雨屿迂于愉渔榆鱼娱舆隅愚羽淤宇
郁	域裕玉愈尉育誉浴寓欲芋御狱豫预遇语吁谷喻	逾予雨屿迂于愉渔榆鱼娱舆隅愚羽淤宇
郊	交椒蕉娇胶焦礁教骄浇	矫侥搅狡轿叫觉绞饺角窖剿校脚较嚼缴
郎	狼琅榔廊	浪朗
郑	政正症证挣	丁征整睁拯狰筝怔蒸争
部	埠步簿怖布不	捕补哺卜
郭	锅	过果国裹
都	督兜	牍肚渡堵毒杜读镀蚪赌豆抖痘斗陡逗睹度妒独
鄙	庇毙臂毕彼匕弊币必避辟泌壁璧闭比笔蔽碧	逼鼻
酌	卓浊茁灼拙着啄琢	桌捉
配	佩沛	陪培赔坏胚
酒	九久韭灸纠玖	就舅揪鸠臼旧救疚究
酗	叙畜绪恤序絮旭婿蓄续	许徐需虚须吁
酝	晕孕运蕴韵员	陨允云耘匀
酣	和	韩悍函翰涵汗汉罕旱喊寒撼憾捍焊含
酥	苏	缩俗肃宿粟塑诉素速溯
酪	劳烙洛落络骆	箩萝锣骡牢裸姥老螺罗捞唠逻
酬	稠绸畴筹愁仇	臭抽丑
酱	匠将强降	桨姜浆江蒋僵疆讲缰奖
酵	效孝肖笑校啸	嚣晓哮削宵小硝箫销萧学消
酷	裤库	窟枯苦哭
酸		蒜算
酿		娘
醇	淳唇纯	春蠢
醉	罪最	嘴堆
醋	错促趋卒趣簇	粗
醒	省	邢行型刑腥性星兴姓猩杏幸形
采	彩睬踩菜	财材猜才裁
采	睬踩彩	菜财材猜才裁
释	拭势逝室是使柿侍市士世饰适誓试氏视恃示式识事嗜	提匙施时屎驶拾狮实诗食什石十史射尸失硕虱蚀矢始师湿
里	李礼理哩鲤	立吏犁厘黎狸梨砾雳丽痢璃隶沥离粒励厉力荔历莉篱漓例俐利栗
重	中虫种众崇仲	充忠盅宠肿衷冲终钟
野	也冶	页咽爷夜业椰叶射谒
量	凉谅粱晾良亮辆梁粮	两俩
金	津斤巾禁浸今筋襟	进尽锦紧劲仅谨近晋
鉴	践建溅渐健荐监件涧键舰间贱剑见箭	坚柬拣捡茧兼简尖检剪俭艰碱减煎歼肩奸
针	诊侦珍斟榛贞真	阵振枕震疹镇
钉	丁盯锭叮定订	鼎顶
钓	掉吊调	雕刁叼碉
钙	溉丐概盖	该改
钝	囤吨盹盾顿	墩蹲敦
钞	抄剿超	嘲潮吵朝炒巢
钟	中忠盅衷终	种肿众重仲
钠	那呐纳捺娜	拿哪
钢	扛岗纲冈缸肛刚	港
钥	悦越阅耀岳药粤跃说乐要拗月	侥摇么哟夭淆腰遥舀肴谣咬吆约邀窑姚妖
钦	侵亲	勤擒秦琴禽寝芹
钧	均君龟军	菌窘骏峻竣俊
钩	勾沟句	苟垢购狗构够
钮	纽扭	牛拗
钱	干潜黔前钳	嵌浅千迁欠牵纤签谴铅谦遣歉
钳	干潜黔前钱	嵌浅千迁欠牵纤签谴铅谦遣歉
钻	赚
钾	贾甲夏假	佳荚加挟价家茄稼颊嫁夹架嘉驾
铁	帖	贴
铃	凌灵菱玲蛉伶陵龄翎零	岭另领令
铅	嵌千迁牵纤签谦	干浅潜欠黔谴前钱钳遣歉
铆	柳	刘流榴陆硫留瘤溜泵六琉馏
铐	靠	考拷烤
铛	裆当	档挡荡党
铜	彤桐童同瞳	统筒桶痛通
铝	侣履屡旅娄缕吕	氯滤律绿虑驴率
铣	险显癣鲜	仙嫌馅衔弦先腺线涎舷闲贤县咸现掀陷纤限献宪
铭	鸣螟明名	命
铲	产阐	馋单蝉搀缠掺
银	吟淫	印瘾隐引听饮因殷蚓茵音姻阴
铸	助住注柱祝蛀驻	朱贮煮蛛主猪拄筑术珠属轴竹烛逐诸嘱株
铺	暴瀑仆扑	菩葡浦朴谱蒲圃普脯
链	敛恋炼练	帘怜连脸镰莲联廉
销	嚣哮削宵硝箫萧消	孝晓肖校小笑酵效学啸
锁	索琐所	缩唆嗦梭
锄	储橱除厨雏	矗畜初触楚处础出
锅	郭	过果国裹
锈	臭宿袖嗅秀绣	朽休修羞
锉	挫撮措错	搓
锋	丰疯峰风封枫讽蜂	奉凤缝逢冯
锌	欣薪新辛心芯	衅信寻
锐	瑞	蕊
错	锉促挫趋卒撮措趣醋簇	粗搓
锚	矛毛茅	贸冒猫貌帽茂
锡	习袭息媳昔惜熄席	悉熙厘畦徙戏隙西喜牺希膝栖吸洗携晰析系行夕犀稀溪嬉蟋细
锣	箩萝骡螺罗逻	烙裸洛落酪络骆
锤	捶垂椎	吹炊
锥	椎追	坠缀赘
锦	尽仅紧谨	津进金斤劲巾禁浸近今筋晋襟
锭	订定钉	丁盯叮鼎顶
键	践建溅鉴渐健荐监件涧舰间贱剑见箭	坚柬拣捡茧兼简尖检剪俭艰碱减煎歼肩奸
锯	聚蛆沮居车具俱炬句据拘巨剧距拒驹惧足	鞠橘矩举局菊
锰	猛	蒙萌梦孟檬朦盟
锹	跷敲撬	巧桥侨峭瞧憔壳乔俏悄窍翘鹊雀
锻	段缎断	短端
镀	肚渡杜度妒	牍堵督毒都读睹独赌
镇	阵震振枕	诊疹侦珍斟榛针贞真
镊	聂孽	捏
镐	浩号耗好	鹤壕毫嚎蒿豪
镜	径境竞静净劲敬靖竟	颈兢惊鲸经精睛阱荆茎井警京更景晶
镰	帘怜连莲联廉	恋练脸敛炼链
镶	相箱乡厢湘香	像橡项想祥向巷详享响翔象降
长	场丈涨掌帐胀偿常杖尝仗裳肠账障	唱彰昌厂樟畅倡敞猖张章
门	们	闷
闪	陕	衫山善杉单删扇珊赡擅膳
闭	庇毙臂毕弊币必避辟泌壁碧璧比蔽鄙	逼彼鼻匕笔
问	文紊闻免	瘟吻蚊纹温稳
闯	抢创	窗幢囱床疮撞
闰	润
闲	嫌衔弦涎舷贤咸	仙现馅显掀险陷先腺纤线限铣癣鲜献县宪
间	践尖建鉴溅歼健渐荐监坚涧件键兼艰舰奸煎见贱剑肩箭	柬拣捡茧检简俭剪碱减
闷		们门
闸	扎炸	眨诈栅乍喳查渣
闹		挠恼脑
闺	傀归规瑰龟	跪鬼诡桂柜贵轨
闻	免问紊蚊文纹	吻瘟温稳
闽	敏皿悯	民
阀	乏伐法罚筏	发
阁	合革格隔葛蛤	搁戈割胳各哥鸽疙个歌
阅	悦越耀岳药粤跃说乐钥月	约
阎	炎颜延沿研癌盐言严	淹谚咽唁演艳焰掩奄宴雁烟验殷衍燕堰眼厌砚
阐	铲产	馋单蝉搀缠掺
阔	扩括廓
队	兑对	堆
阱	颈警景井	兢惊径境竞荆茎靖京竟镜鲸经精睛静净劲敬更晶
防	肪坊房妨	芳放访纺方仿
阳	杨扬洋羊	鸯养样痒秧殃氧仰央漾
阴	因殷茵音姻	印瘾隐吟听银淫饮引蚓
阵	震镇振枕	诊疹侦珍斟榛针贞真
阶	接揭皆街结	节杰竭截届界介劫捷借解诫戒姊姐洁芥
阻	祖组诅	卒族租足
阿	啊	噩愕俄遏额哑恶饿讹鳄鹅蛾扼
附	妇赴傅赋富复咐父腹负副付	辐浮缚符麸伏拂脯福斧俘袱甫夫敷芙蝠肤抚俯府辅幅服孵扶腐
际	纪妓荠祭季记剂系既计鲫继技济忌寄冀骑	叽稽给籍即吃棘脊唧借急几嫉迹基集级箕寂饥及奇挤积畸吉讥激绩辑居机击圾肌其己鸡期极疾
陆	露录鹿氯溜路六赂碌馏	刘铆卢流炉榴卤硫留芦颅瘤柳泵鲁庐虏琉
陈	沈臣晨沉尘辰忱	趁称衬
陋	露漏	篓搂楼娄
陌	默漠磨墨脉末沫莫膜寞茉没	么蘑摩魔抹摸摹模
降	将酱祥强匠详翔	箱僵镶讲湘象相乡享响奖像想桨姜江蒋向巷疆橡项浆厢缰香
限	现馅陷腺线献县宪	仙嫌显衔闲弦险掀先纤涎舷癣鲜铣贤咸
陕	闪	衫山善杉单删扇珊赡擅膳
陡	蚪斗抖	痘都读逗兜豆
院	愿怨远	猿源宛原援园元冤鸳圆辕渊缘袁员
除	锄储橱厨雏	矗畜初触楚处础出
陨	允	晕酝孕云运蕴韵耘匀员
险	鲜显铣癣	仙嫌馅衔弦先腺线涎舷闲贤县咸现掀陷纤限献宪
陪	培赔	佩坏配胚沛
陵	凌灵菱玲伶蛉铃龄翎零	岭另领令
陶	萄逃淘桃涛	套掏讨滔
陷	现馅腺线限献县宪	仙嫌显衔闲弦险掀先纤涎舷癣鲜铣贤咸
隅	逾予愉于渔娱鱼榆舆愚	屿愈浴淤狱与豫遇羽语谷喻域裕雨玉尉育誉寓欲御迂郁预吁芋宇
隆	咙龙胧窿笼聋	拢垄
随		祟穗岁碎隧虽髓遂
隐	印瘾引听饮蚓	吟淫银因殷茵姻音阴
隔	阁合革格葛蛤	搁戈割胳各哥鸽疙个歌
隘	碍艾爱	哀蔼挨哎埃矮唉
隙	夕细戏系	悉膝熙厘习畦息栖吸惜洗携晰熄析锡席行徙袭媳西喜牺昔犀稀嬉希溪蟋
障	丈涨长帐胀杖仗账	彰掌樟张章
隧	祟穗岁碎遂	随髓虽
隶	立吏砾雳丽痢沥粒励厉力荔历莉例俐利栗	李离礼犁厘理哩黎篱狸梨漓璃里鲤
难	南男
雀	巧壳鹊怯确悄却	窍桥侨峭锹跷瞧撬憔乔翘俏缺敲瘸
雁	谚咽淹焰艳宴沿验研燕堰砚厌唁	严炎演颜奄延烟阎殷衍癌盐言眼掩
雄	熊	匈凶胸汹兄
雅	亚哑	牙压蚜鸭鸦轧呀讶涯衙押芽
集	辑即籍吃棘脊唧借急嫉击级寂及圾吉极疾	纪叽妓稽给荠记几迹既鲫基饥箕继奇济挤积寄畸冀骑讥际激绩居祭机季剂系计技忌肌其己鸡期
雇	估告顾故固	孤沽辜股凸古家咕鼓姑滑贾骨谷
雌	瓷词差祠辞慈磁	厕刺此伺赐次
雏	锄储橱除厨	矗畜初触楚处础出
雕	刁叼碉	钓掉吊调
雨	予屿与语羽宇	于愈愉榆浴淤狱渔娱豫舆隅遇谷喻域逾裕玉尉育誉鱼寓欲愚御迂郁预吁芋
雪	穴血削	靴薛学
雳	立吏砾丽痢隶沥粒励厉力荔历莉例俐利栗	李离礼犁厘理哩黎篱狸梨漓璃里鲤
零	凌灵菱玲伶蛉铃陵龄翎	岭另领令
雷	累擂	垒儡勒泪蕾类
雹	薄	爆褒宝堡饱刨暴苞保豹包抱报胞
雾	勿务晤误物坞悟恶	无于伍巫诬午乌吴舞梧武五呜污芜亡屋蜈捂侮鹉
需	须吁虚	许徐绪叙畜恤酗序絮旭婿蓄续
震	阵镇振枕	诊疹侦珍斟榛针贞真
霉	媒煤枚梅楣玫眉没	美每昧媚妹
霍	豁或获货祸惑	活和伙火
霎	厦煞	傻沙砂杉杀纱
霜	双	爽
霞	狭匣洽挟暇峡侠斜辖	虾厦瞎下吓夏
露	录漏鹿陋氯陆路赂碌	卢楼娄卤炉搂芦颅鲁庐虏篓
霸	爸伯罢耙坝	八靶巴跋扒捌把笆芭拔疤吧叭
霹	匹批坏被劈披	屁否脾罢啤疲譬皮僻辟
青	氢倾卿顷轻清蜻	亲庆情擎请晴
靖	径境竞静净劲敬竟镜	颈兢惊鲸经精睛阱荆茎井警京更景晶
静	径境竞净劲敬靖竟镜	颈兢惊鲸经精睛阱荆茎井警京更景晶
非	菲啡飞	废费沸肺诽吠肥匪
靠	铐	考拷烤
靡	弥米迷谜糜	密咪蜜秘觅泌
面		免冕棉眠娩绵勉缅
革	阁合格隔葛蛤	搁戈割胳哥鸽疙歌
靴	薛	削雪学穴血
靶	把	八巴伯罢笆芭疤跋吧叭爸霸扒捌耙拔坝
鞋	挟协携谐斜邪胁	骇屉谢屑写蟹卸契些泻楔歇解懈械血
鞍	安庵氨	按案暗岸俺
鞠	局橘菊	聚蛆沮居车具俱炬举锯句据拘巨剧距拒驹惧矩足
鞭	边编蝙	辫便辨辩遍变扁匾贬
韧	赁认纫刃任	仁人儿忍
韩	寒函涵汗含	罕旱悍喊和翰撼憾捍焊汉酣
韭	九酒久灸纠玖	就舅揪鸠臼旧救疚究
音	因殷茵姻阴	印瘾隐吟听银淫饮引蚓
韵	晕酝孕运蕴员	陨允云耘匀
页	咽夜业叶射谒	爷野椰也冶
顶	鼎	丁盯钉锭叮定订
顷	氢清倾卿轻请蜻青	亲庆情擎晴
项	像相橡向乡巷象	想祥箱镶厢详享响湘翔香降
顺	瞬	吮盾
须	需吁虚	许徐绪叙畜恤酗序絮旭婿蓄续
顽	玩完丸	万腕碗娩宛豌惋湾婉晚弯挽
顾	估雇告故固	孤沽辜股凸古家咕鼓姑滑贾骨谷
顿	囤吨盹盾钝	墩蹲敦
颁	班扳搬般斑	拌扮半伴板版绊办瓣
颂	宋诵送讼	耸松
预	域裕玉愈尉育誉浴寓欲芋御狱郁与豫遇语吁谷喻	逾予雨屿迂于愉渔榆鱼娱舆隅愚羽淤宇
颅	芦炉卢庐	露录鹿氯卤陆路鲁虏赂碌
领	岭	凌灵另菱令玲伶蛉铃陵龄翎零
颇	剖	泊泼朴魄坡破波婆迫
颈	警景井阱	兢惊径境竞荆茎靖京竟镜鲸经精睛静净劲敬更晶
颊	挟夹荚	佳钾加价架甲夏嘉驾家稼嫁贾假茄
频	贫濒	品拼聘
颓		推退腿蜕
颖	影景	鹦婴蝇应映缨赢萤硬荧莺营迎英樱莹盈鹰
颗	磕苛科蝌棵刻	咳坷客课壳渴可克
题	提蹄啼堤	剔屉体涕梯惕剃替踢
颜	炎阎延沿研癌盐言严	淹谚咽唁演艳焰掩奄宴雁烟验殷衍燕堰眼厌砚
额	俄鹅蛾讹	噩阿愕饿遏哑鳄恶扼
颠		碘店垫殿甸玷佃淀点奠电典惦
颤	栈暂战占站蘸绽	盏沾瞻崭毡斩展
风	丰疯峰封枫锋讽蜂	奉凤缝逢冯
飒	萨	撒洒
飘	漂	票瓢
飞	菲啡非	废费沸肺诽吠肥匪
食	硕提时饲蚀拾似寺实什四石十伺肆射赐	拭匙势室施屎丝使柿侍驶饰誓嘶私狮氏死诗恃示式史事撕释嗜适尸失逝是虱士思市世斯矢试视司识始师湿
餐	参	惭惨残灿蚕
饥	激绩叽稽居唧机几迹基箕奇肌其积畸鸡期讥	纪妓即给籍荠吃棘脊借急记嫉既鲫级集寂及继济挤寄冀吉骑际辑祭季剂击系计技忌圾己极疾
饭	泛犯贩范	樊返矾繁烦帆番凡翻反
饮	印隐引瘾听蚓	吟淫银因殷茵姻音阴
饰	拭势逝室是使柿侍市士世适誓试氏视恃示式识事释嗜	提匙施时屎驶拾狮实诗食什石十史射尸失硕虱蚀矢始师湿
饱	宝堡保	爆包刨暴薄雹苞豹褒抱报胞
饲	食四伺肆似赐寺	死司丝思斯撕嘶私
饵	耳尔	二贰而儿
饶		绕扰
饺	侥较搅狡矫绞角剿脚缴	交椒轿叫觉蕉娇胶焦窖礁教校骄浇郊嚼
饼	柄禀秉屏丙	冰兵病并
饿	噩愕俄遏恶鳄扼哑	阿额讹鹅蛾
馁	哪	内
馅	现陷腺线限献县宪	仙嫌显衔闲弦险掀先纤涎舷癣鲜铣贤咸
馆	管	观惯官棺冠贯罐灌关
馋	单蝉缠	搀产阐铲掺
馏	溜陆六	刘铆流榴硫留瘤柳泵琉
馒	漫瞒蛮	满曼幔慢蔓
首	守手	售收熟兽瘦受授寿
香	相箱乡镶厢湘	像橡项想祥向巷详享响翔象降
马	码蚂吗玛	么蟆麻妈骂
驮	踱堕舵惰跺度驼鸵	朵拖夺椭躲托唾脱拓多妥
驯	逊巡寻讯旬训询迅汛循殉	勋
驰	匙池迟持弛	翅斥赤吃尺嗤齿耻侈
驱	曲圈屈蛆趋躯岖区	漆去取娶趣渠
驳	泊舶渤搏勃白柏伯博卜薄脖膊荸	剥跛簸玻播拨般菠
驴		侣履屡氯滤律旅娄绿虑缕铝吕率
驶	屎使史始矢	拭提匙势室施时柿侍拾饰誓狮氏实诗恃什示石食十式事射释嗜适尸失逝硕是虱士蚀市世试视识师湿
驹	拘蛆沮居车俱锯	鞠聚巨剧距橘具拒惧炬举矩局句据菊足
驻	助住注柱祝铸蛀	朱贮煮蛛主猪拄筑术珠属轴竹烛逐诸嘱株
驼	驮鸵	拖椭托唾脱拓妥
驾	架价稼嫁贾假	佳荚钾挟加家甲颊夏夹嘉茄
骂		码玛吗么马蚂蟆麻妈
骄	交椒蕉胶焦礁教娇浇郊	矫侥搅狡轿叫觉绞饺角窖剿校脚较嚼缴
骆	烙洛落酪络	箩萝锣骡裸螺罗逻
